YEAR,msa,HH,HH_se,NEWHH,NEWHH_se,MISSINGHH,MISSINGHH_se,housing_units_seasonal,housing_units_seasonal_se,housing_units_uninhabitable,housing_units_uninhabitable_se,housing_units_vacant,housing_units_vacant_se,housing_units,housing_units_se,vacancy_rate,necessary_units,necessary_units_se,available_units,available_units_se,underproduction,underproduction_se
2017,Not in identifiable area,478485,8301.500085303083,504483.0764739188,7881.881897247992,25998.0764739188,11447.225249310537,96592,4218.078030395077,1528,424.4505750294891,21655,2037.2655275461382,621147,9743.334876458004,0.03486292294738604,531034.8173409671,14884.741655629645,523027,10625.672452882565,8007.817340967129,18288.2598743233
2017,"Pueblo, CO",61990,2809.3604905748575,65379.487476412745,2659.8818741608434,3389.4874764127476,3868.78248942641,827,461.4327568766807,107.00000000000001,107.0000000006471,796,348.30894051365146,67391,2988.825144733077,0.01181166624623466,68820.51313306605,5032.85431056297,66457,3026.1270520101516,2363.5131330660515,5872.569066963786
2018,"Colorado Springs, CO",271698,6620.844602592708,289701.4363776145,6120.29930885662,18003.436377614515,9016.29895698184,4282,1017.9932308481676,532,359.69116682223773,7279,1373.2126676240441,288688,6920.992611949852,0.025214071939256223,304948.88039748895,11774.860780839286,283874,7004.700328222976,21074.880397488945,13700.845707340632
2018,"Denver-Aurora-Lakewood, CO",1164261,13126.134216449376,1240791.4218760463,12424.524113687849,76530.42187604634,18073.854014013003,9418,1457.7698572662405,661,405.9021205334682,37159,2969.1940044873395,1223774,13542.085706492115,0.0303642666047816,1306096.233553733,23513.056392749953,1213695,13626.369097092067,92401.23355373298,27176.124736592323
2018,"Fort Collins, CO",139391,4752.864306761692,142828.36758339644,4488.278363499332,3437.3675833964303,6537.152421868833,6469,1144.5074095644402,235,235.0000000022932,3588,937.0983665700892,151840,5027.40826241133,0.02363013698630137,150345.65008778573,8507.717266140939,145136,5161.390902412903,5209.6500877857325,9950.940112778457
2018,"Grand Junction, CO",55510,3316.8639120183725,57415.75411890538,3126.087517759418,1905.7541189053825,4557.851399457979,848,426.33680924942394,NA,NA,1217,642.8601416129934,58997,3472.736320831048,0.020628167533942404,60437.63591463725,5933.668019584354,58149,3498.808458452698,2288.635914637249,6888.401613986966
2018,Not in identifiable area,483755,8380.78270927686,517077.87121342967,8279.31376964568,33322.871213429695,11780.68568956657,99195,4337.652551610262,2057,566.7188619379068,23437,2098.2942902821896,633187,9886.167292534426,0.037014341734748185,544292.4960141366,15218.521815386637,531935,10810.767949731633,12357.496014136588,18667.514829466287
2018,"Pueblo, CO",62153,2859.7690463804224,65050.15181802713,2628.468601196395,2897.1518180271332,3884.2150025598385,291,185.92717318864598,629,309.929805350787,1684,499.106748802126,67642,3007.0631160807166,0.024895774814464387,68473.84401897593,5077.286904437097,66722,3028.7050008324954,1751.8440189759276,5912.01287989431
2019,"Colorado Springs, CO",275798,6846.669034569518,294965.2952650561,6354.646001507438,19167.2952650561,9341.2206201014,5131,1126.7554576574166,872,458.2456245840742,7939,1523.0799343815206,293652,7186.893943834467,0.027035402449157506,310489.7844895327,12191.240647422606,287649,7289.1022405873655,22840.7844895327,14204.131793147546
2019,"Denver-Aurora-Lakewood, CO",1188045,13607.463625447883,1266142.4418111749,12828.345127873092,78097.44181117484,18701.056254599967,8701,1396.2206200454161,1228,555.7480864581851,34065,2982.147975598217,1247013,14059.261721621282,0.027317277365993778,1332781.5176959736,24344.99434020241,1237084,14139.346806429474,95697.51769597363,28153.150401633116
2019,"Fort Collins, CO",146623,4956.63909118688,150810.5149964062,4592.6557641015615,4187.514996406183,6757.274454084072,4592,991.2796727650747,40,39.999999999714724,2042,704.0565849497315,154407,5119.950884400234,0.013224789031585355,158747.91052253282,8821.34336464104,149775,5215.182877743401,8972.910522532824,10247.645154141728
2019,"Grand Junction, CO",55950,3336.8056562097536,57859.852374377864,3051.5300999612355,1909.8523743778608,4521.737269930975,368,317.7954384875333,NA,NA,874,457.7827494732155,59457,3489.2686835087266,0.014699698942092604,60905.107762503016,5915.41297974049,59089,3503.7108736935197,1816.1077625030157,6875.1800418113035
2019,Not in identifiable area,505848,8907.284751050653,528252.6012372669,8436.918859655516,22404.601237266856,12268.713114288328,93522,4364.636667055599,1034,383.14541897933054,23062,2236.46931101653,641883,10273.89226683103,0.03592866612762762,556055.3697234389,15959.125182288173,547327,11169.141236368241,8728.369723438867,19479.30677775485
2019,"Pueblo, CO",62899,2929.3791637801964,64963.14747614234,2802.3290302506116,2064.147476142338,4053.9252927224616,957,450.5926906088497,122,96.1352707752189,1415,442.6216107349987,67697,3072.958746657897,0.020901960205031243,68382.26050120246,5264.796856828622,66618,3107.3061036496583,1764.2605012024578,6113.381810867939
2020,"Colorado Springs, CO",277121,7941.874554386479,298831.1853196935,7402.392589948257,21710.185319693523,10856.739266157785,3803,952.0586439717558,729,384.0395018582443,8678,1849.0387334404634,295263,8312.466797349824,0.02939074655476643,314559.1424417827,14159.446556743998,290731,8375.619753641644,23828.142441782693,16451.16813636289
2020,"Denver-Aurora-Lakewood, CO",1185731,15760.162556103469,1279829.2648518046,14965.489486490636,94098.2648518046,21733.582294805143,10692,1688.9547365300448,1414,539.808354452376,34889,3088.2379831034937,1246707,16182.267652881119,0.027984923482422094,1347188.6998440048,28259.410182964835,1234601,16279.119986997652,112587.69984400482,32612.942391635304
2020,"Fort Collins, CO",145449,5805.5430322747525,153722.83798827953,5430.097627717655,8273.837988279522,7949.232047571567,3551,822.4648661867404,837,571.4230972385412,4172,1076.2258261794716,153772,5970.89216200953,0.027131077179200373,161813.5136718732,10361.585780394256,149384,6054.2981445016485,12429.513671873196,12000.707725254564
2020,"Grand Junction, CO",46155,2854.1535853246146,50866.3183797636,2650.263705285415,4711.318379763601,3894.880023335061,394,290.0273738065138,262,262.00000000051574,1811,737.570532392096,49197,2991.8441795310664,0.03681118767404516,53543.49303133011,5082.835499448637,48541,3017.26556208619,5002.493031330108,5910.931245295158
2020,Not in identifiable area,485862,9426.660116447449,517982.7101947806,9068.467040517486,32120.71019478061,13080.48223178232,94528,4386.71629858635,8027,1213.6748369654347,22447,2271.004718355288,622584,10752.120266683938,0.036054572555671204,545244.9580997691,16971.899093955133,520029,11675.803044048049,25215.95809976908,20600.236299100958
2020,"Pueblo, CO",65265,3780.9938873407436,70018.43238895155,3529.8900783929116,4753.432388951549,5172.623970640509,454,249.95150072151336,731,309.44829117125477,393,210.38728646054338,70142,3888.3484965983425,0.005602919791280545,73703.61304100163,6744.399832864547,68957,3908.6427348403613,4746.613041001634,7795.153438782566
2021,"Colorado Springs, CO",294801,7292.166178020769,308087.22430688125,6810.298369411509,13286.224306881279,9977.767859009302,3849,963.427783027407,1014,439.21812575350714,6173,1199.1046130249042,309585,7502.952806153746,0.01993959655668072,324302.3413756645,13008.905495027573,304722,7577.295458570286,19580.341375664517,15054.800850394151
2021,"Denver-Aurora-Lakewood, CO",1225311,13629.325746079983,1287391.4203576783,12847.102294913851,62080.42035767828,18729.830689804417,10143,1435.9761255428552,2108,616.5914404135248,42148,3060.1290520712587,1297416,14082.002809288462,0.032486110854190176,1355148.8635343984,24383.02570108169,1285165,14168.451417086077,69983.86353439838,28200.655274265147
2021,"Fort Collins, CO",152127,5371.8217273186665,154966.9506627156,4986.981731439606,2839.950662715586,7329.833249113193,6078,1054.516152410354,464,256.9819897242667,2061,668.3116459664802,162058,5544.205753116648,0.012717668982709894,163123.10596075325,9565.804988325835,155516,5649.447892637715,7607.105960753252,11109.495333556253
2021,"Grand Junction, CO",56408,3327.848847356993,57742.6028806483,3118.5030011144304,1334.6028806482982,4560.662114081131,235,185.62587170773682,473,344.5414622394724,1704,682.3311532570556,60179,3473.1287115045757,0.028315525349374367,60781.68724278769,5942.868989162499,59471,3495.1092729880143,1310.6872427876879,6894.452890003391
2021,Not in identifiable area,518631,9009.628977089871,542779.2957237075,8594.276541386702,24148.29572370752,12451.305296018054,81992,3745.5737226257165,7847,1132.4624501065055,21514,2006.1131801781387,642071,10094.412140143806,0.033507197802112226,571346.627077587,16177.972024138606,552232,10826.308242776397,19114.62707758695,19466.27157370973
2021,"Pueblo, CO",65734,3123.9666380181475,67431.2923434292,2708.8700278259535,1697.292343429197,4134.869330837939,935,354.1436302870925,784,314.33916702691255,977,464.64796177855465,69474,3216.7101790313122,0.014062814865993034,70980.30772992548,5455.060619141574,67755,3251.3768158556695,3225.30772992548,6350.522620792166
2022,"Colorado Springs, CO",306177,7262.4846336576975,315873.44110446854,6854.810182018805,9696.441104468555,9986.596301324233,3259,821.1369409282626,329,182.57291979138483,5841,1225.1909437349632,318557,7444.256243122589,0.01833580803435492,332498.3590573353,12998.009169518991,314969,7491.63198242331,17529.3590573353,15002.426208149385
2022,"Denver-Aurora-Lakewood, CO",1237670,14001.617600335003,1295650.4768462726,13278.105401962846,57980.476846272475,19296.46025807961,9538,1430.045070141057,1823,676.3889903497721,38983,3120.1851740582906,1303300,14442.902761882366,0.02991099516611678,1363842.6072066028,25095.90852787579,1291939,14529.279788003616,71903.60720660281,28998.3550567545
2022,"Fort Collins, CO",154385,5072.068109833949,158382.7696717016,4821.140392339468,3997.769671701581,6997.804626698412,4576,844.1594501820101,636,635.9999999924156,2538,893.066785644635,164525,5306.089043945613,0.015426227017170642,166718.70491758065,9097.510816249976,159313,5410.331054529068,7405.704917580646,10584.724142432193
2022,"Grand Junction, CO",59012,3273.2706566753236,60848.59186781501,3237.0935906383197,1836.5918678150126,4603.593781645313,932,482.44057177309776,NA,NA,1359,566.235262428691,62072,3380.96710262842,0.021893929630106973,64051.14933454212,5945.959451012128,61140,3415.21411544699,2911.1493345421186,6856.97610083547
2022,"Greeley, CO",123832,4699.8013883370295,133548.84468313566,4442.460617379674,9716.844683135643,6467.116005360044,83,58.796208138078015,582,356.2718560006641,3438,851.6800455471263,128978,4806.406426980455,0.026655708725519082,140577.73124540597,8415.242898323408,128313,4819.951179295139,12264.731245405972,9697.847307963306
2022,Not in identifiable area,440207,8443.683151229572,450345.86348572746,8268.513351283644,10138.863485727477,11817.956599967441,71282,3213.0344248815263,4343,881.765199297875,17427,1842.0895736873701,544830,9328.364415701682,0.03198612411210836,474048.27735339734,15288.903272522013,469205,9905.527888724355,4843.277353397338,18217.300733940534
2022,"Pueblo, CO",63281,3046.455522645668,65701.11109630189,2725.0656222628086,2420.1110963018864,4087.404298218721,427,314.60587487534474,259,186.13152381499032,992,370.1844699289406,67943,3196.9109078476163,0.014600473926673829,69159.06431189673,5366.125943716607,67257,3217.741623154171,1902.0643118967273,6256.929662159172
2023,"Colorado Springs, CO",311544,7297.261332457641,316998.62188284803,7025.036177570643,5454.62188284803,10129.222884819834,4251,913.6943288471984,587,320.3101363243982,7987,1523.1037950290981,327258,7561.064413584211,0.024405820484144008,333682.75987668213,13141.091553111019,322420,7622.803354171563,11262.759876682132,15191.952415131342
2023,"Denver-Aurora-Lakewood, CO",1257157,14520.839131632914,1309060.6123177256,13803.50611638559,51903.6123177256,20034.75855087493,10551,1445.3508031220297,2366,734.5932831541438,34764,2945.344860136673,1322418,14957.554666004298,0.026288208418215723,1377958.5392818165,26045.907038130037,1309501,15045.168919698031,68457.53928181645,30079.002331546162
2023,"Fort Collins, CO",156514,5055.1854132237295,161312.35906023267,4767.359353800526,4798.359060232675,6948.569260670814,4996,899.7890992804588,347,190.81104628922932,4343,1051.5010373840407,167381,5265.298118315357,0.0259467920492768,169802.48322129756,9045.132409916336,162038,5345.034476343924,7764.48322129756,10506.370156539511
2023,"Grand Junction, CO",62219,3242.225640231633,63839.294843653304,3060.1825216762827,1620.2948436533031,4458.334236926213,906,457.66029700049404,352,249.92777802046433,412,303.58831736416283,64516,3328.395907594634,0.006386012772025544,67199.25773016138,5802.738036529002,63258,3368.9963133505407,3941.2577301613783,6709.836427212663
2023,"Greeley, CO",129043,4889.551125321193,136446.340345903,4661.65565330057,7403.340345903015,6755.645316109994,329,211.67165797797134,97,97.00000000045532,3693,892.7748276372041,134498,4998.2915216822385,0.027457657362934765,143627.7266798979,8778.370159252956,134072,5003.711824886779,9555.726679897896,10104.301790790621
2023,Not in identifiable area,448425,8695.06636490733,458047.7716214668,8301.915492636612,9622.771621466767,12021.895854524051,72722,3271.4048772975552,3508,723.9362654180401,15737,1637.6847263230902,553584,9560.466847792704,0.028427483453278998,482155.5490752282,15617.667352972585,477354,10130.582408496415,4801.54907522822,18615.59113977965
2023,"Pueblo, CO",63359,3044.839917819994,64385.302207795845,2898.649726847574,1026.302207795848,4203.952945039178,1067,423.8789323873993,222,175.8236854741321,1843,577.0040949374085,68438,3185.9052104023644,0.026929483620210994,67774.00232399564,5463.986397907094,67149,3218.7853807553743,625.0023239956354,6341.587079263223
2024,"Colorado Springs, CO",316910,7367.113030487734,322314.79326896515,6968.856742082386,5404.793268965164,10140.972275657265,2308,615.738160323003,538,257.6657058998442,7066,1303.5961682895872,330484,7566.874403637272,0.021380762760073106,339278.72975680546,13194.209806182556,327638,7596.256534536978,11640.729756805464,15224.660447709815
2024,"Denver-Aurora-Lakewood, CO",1277119,14779.858689543686,1333068.9918615122,13949.370868257385,55949.991861512244,20323.119113538352,7191,1133.402923898703,1852,627.8779927990045,38730,3207.0823681077936,1341027,15205.671475474235,0.028880850273708136,1403230.5177489603,26451.72037272719,1331984,15260.775798818166,71246.5177489603,30538.251237730445
2024,"Fort Collins, CO",161481,5014.113708560392,164205.86439516107,4664.327256264164,2724.8643951610616,6848.159244344573,4343,859.8591751042808,189,189.00000000171454,3405,945.7708918759332,170169,5188.342773047705,0.020009519947816582,172848.27831069587,8934.270370671615,165637,5262.506962622284,7211.278310695867,10368.952048684028
2024,"Grand Junction, CO",62708,3244.412356197346,63096.7516594396,3111.5144069526123,388.7516594395993,4495.3012626207465,1251,551.1504591979531,NA,NA,552,355.05167574852925,65030,3325.8196966119076,0.008488389973858219,66417.6333257259,5835.600454405039,63779,3371.178352304404,2638.6333257258957,6739.3676369892555
2024,"Greeley, CO",131651,4619.050570420372,140526.43273438365,4256.251421238512,8875.432734383648,6281.027331010081,1015,527.9372180544798,208,207.99999999526557,3840,1017.8538195017478,138243,4813.666541291638,0.027777174974501422,147922.56077303542,8206.94473198102,137020,4846.995695991047,10902.560773035424,9531.385476977981
2024,Not in identifiable area,463979,9367.918115192235,474273.47441498196,9089.816684191572,10294.474414981965,13053.070794458838,58771,2985.637278476437,3506,618.6448877838043,11705,1451.4471255779576,547510,10014.90457575469,0.021378604956987086,499235.2362262968,16912.371415651414,485233,10468.76616976812,14002.236226296809,19890.283356911346
2024,"Pueblo, CO",66130,3145.829420557694,67811.23459793346,2962.001235879672,1681.234597933461,4320.844137966454,364,212.73892406698326,500,361.23924794696273,1608,540.1370667218209,69648,3252.1711356509913,0.02308752584424535,71380.24694519312,5626.011690648983,68784,3279.080471661518,2596.2469451931247,6511.864270925105
2005,Colorado Statewide,1852775,17183.54283655216,1888157.5748503173,16437.947702964557,35382.57485031735,23779.829038515414,84693,4525.639911993212,3867,875.2267733077746,111466,5486.407171777267,2046678,18438.502751534063,0.05446191340308539,1987534.2893161236,30882.75412769264,1958118,19005.94176135636,29416.289316123533,36262.51955873428
2006,Colorado Statewide,1849895,15876.127714819999,1906995.7635910662,15076.295718310588,57100.763591066345,21893.974600406065,95823,4474.743022229333,3185,783.6327560840305,106349,4884.374074371826,2095235,17376.43782436138,0.05075755225547492,2007363.9616748067,28467.7502333222,1996227,17960.45647736423,11136.961674806742,33659.92870197605
2007,Colorado Statewide,1861196,16005.343214526772,1930187.2754500245,15259.104742675507,68991.27545002452,22113.599638293636,96629,4429.745075719754,3409,817.0521329715082,118093,5182.837330355774,2127358,17645.70260286109,0.05551157821109564,2031776.0794210786,28734.765692817047,2027320,18211.56324900406,4456.07942107851,34019.814746608645
2008,Colorado Statewide,1898642,16097.142914034212,1964597.553535064,15277.680054964749,65955.55353506401,22192.9159385762,98498,4515.034156930163,6822,1227.8413664212671,103373,4806.18005272783,2152124,17631.833827426934,0.04803301296765428,2067997.4247737518,28859.07161084615,2046804,18242.1131445164,21193.424773751758,34141.1878266894
2009,Colorado Statewide,1910173,16071.961704811116,1989165.7601655258,15296.631799919702,78992.76016552583,22187.71951921219,104068,4529.97609776513,6938,1163.1666872966696,105933,4853.543158895759,2167902,17600.784869113468,0.048864293681171934,2093858.69491108,28839.086482513045,2056896,18211.569624762542,36962.69491107984,34107.978206622574
2010,Colorado Statewide,1960642,16250.511957922188,2022678.3877358192,15428.692206505964,62036.38773581913,22408.116433508414,106422,4547.459148758239,10830,1536.2595182783393,100704,4696.969258813,2214262,17700.63464012035,0.045479712879505675,2129135.144985073,29137.230393523234,2097010,18339.90034542593,32125.144985072977,34428.62384245714
2011,Colorado Statewide,1975400,18040.594021626453,2050379.6041682553,17031.999678380616,74979.60416825516,24810.3213541764,107906,4947.7659853557225,11441,1793.1553180332562,93616,4938.5521018600675,2224661,19558.325415179388,0.04208101818659112,2158294.320177111,32290.493757329386,2105314,20253.98447926941,52980.320177110916,38116.92372658914
2012,Colorado Statewide,1996107,17275.31503983828,2089977.382703005,16432.289646418893,93870.38270300519,23842.32901269228,107128,4653.789002191709,9368,1334.236502876406,82641,4368.899841141785,2230536,18581.280258955147,0.03704983914180269,2199976.1923189526,30992.68365946481,2114040,19201.61230689664,85936.19231895277,36458.8583968289
2013,Colorado Statewide,2002731,17228.765418924762,2103846.8297574553,16333.89854662857,101115.82975745531,23740.82137567891,115279,4827.307971078109,9305,1515.2021748924815,76173,4296.7426913636045,2247291,18634.951158292915,0.03389547682075886,2214575.610271006,30877.417497329832,2122707,19309.586856025573,91868.61027100586,36418.059474041256
2014,Colorado Statewide,2039600,17482.31563107058,2144792.480620594,16621.22189228387,105192.48062059407,24122.528412604504,109253,4536.349046339479,6784,1212.124944156795,74651,4235.228143233128,2276280,18767.199684832613,0.03279517458309171,2257676.2953900993,31359.37235862968,2160243,19345.684106819626,97433.29539009911,36846.51582291113
2015,Colorado Statewide,2074731,17516.40882700811,2184774.708698173,16479.086144771863,110043.7086981728,24049.633227176244,114405,4729.692972781696,6535,1202.4400944367928,71286,4040.748919774684,2309122,18763.499397502852,0.030871474092750404,2299762.851261235,31318.388862601587,2188182,19387.747869146115,111580.85126123475,36833.765058526216
2016,Colorado Statewide,2109050,17601.084547610757,2227627.0785931814,16742.638260758147,118577.07859318133,24292.264472106028,115895,4739.309810842135,4624,1005.457645053628,66597,3975.2450507662115,2339140,18849.047129516937,0.028470720008208144,2344870.609045454,31577.408566628903,2218621,19461.720896413346,126249.60904545404,37093.00893744939
2017,Colorado Statewide,2139167,17672.76056290106,2268766.5805800394,16630.50566718799,129599.58058003956,24267.265702175897,124273,4928.067350526353,4560,997.4691295373298,71401,4021.8368461091864,2385495,18988.628340303567,0.029931314045931766,2388175.347978989,31600.46022620844,2256662,19643.034356277127,131513.34797898907,37208.03522399517
2018,Colorado Statewide,2176768,18114.582133408785,2312865.0029874193,17239.48411647718,136097.0029874195,25006.757056249455,120503,4847.9750445414365,4114,875.5489818768335,74364,4079.8523321856123,2424128,19375.285487643632,0.030676597935422552,2434594.7399867573,32503.585727414516,2299511,19991.776703931446,135083.73998675743,38159.58884630757
2019,Colorado Statewide,2235163,18859.04213304336,2362993.853160424,17730.959795820436,127830.85316042417,25885.33185912256,113271,4853.424174724256,3296,822.488535132394,69397,4137.14256762018,2464109,20067.364438073753,0.02816312103076609,2487361.9506951836,33712.38748521458,2347542,20662.316644091225,139819.95069518348,39540.56649890011
2020,Colorado Statewide,2205583,21365.028751390942,2371250.7491232734,20247.675619946338,165667.74912327342,29435.230958127897,113422,4881.1170580383905,12000,1550.100838453406,72390,4456.47345311641,2437665,22500.953751156874,0.02969645131714161,2496053.4201297616,38285.95245311534,2312243,23076.4173141185,183810.42012976154,44702.74254782984
2021,Colorado Statewide,2313012,19230.128349593633,2418398.7862750604,18089.301122805864,105386.78627506016,26401.148676779012,103232,4276.847206608737,12690,1462.5752771925308,74577,3994.3517330371756,2540783,20239.622655640444,0.02935197535562856,2545682.9329211162,34381.249927649784,2424861,20738.198420133936,120821.93292111627,40151.50333798679
2022,Colorado Statewide,2384564,19695.023830460384,2480351.0987554225,18776.272987930974,95787.09875542263,27211.07111084951,90097,3753.7545107648384,7972,1354.405915346857,70578,4075.601607653784,2590205,20589.805134093855,0.027248036352335046,2610895.893426761,35358.65082286681,2492136,20972.96268462259,118759.89342676091,41110.81794107229
2023,Colorado Statewide,2428261,20222.62737943839,2510090.302279625,19262.277933601094,81829.30227962523,27928.30122508182,94822,3856.1013670035704,7479,1142.587112416725,68779,4000.5891684718626,2638093,21124.278845405286,0.02607148421227,2642200.3181890794,36295.87047085576,2535792,21503.724788987252,106408.31818907928,42187.68058376336
2024,Colorado Statewide,2479978,20673.071514280975,2565297.542932377,19598.50191735104,85319.54293237714,28486.43823364002,75243,3456.134519128803,6793,1026.0714796129816,66906,4054.597115034796,2662111,21459.178152325967,0.025132686052535,2700313.203086713,37049.83615462126,2580075,21759.917634698275,120238.20308671288,42967.24769581051
