msa,AGEGROUP,MET2013,NEWHR,PUMA,age_dummy,YEAR,NEWHH_,NEWHH__se,HH,HH_se,NEWHH,NEWHH_se,MISSINGHH,MISSINGHH_se
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,801,FALSE,2010,5866.125498066763,601.9486698699636,5815,767.8313427639123,5815,767.8313427639123,0,1085.8774985518694
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,804,FALSE,2010,3525.128124907765,463.23341746103193,3269,531.5927080488706,3269,531.5927080488706,0,751.785617381354
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,805,FALSE,2010,3460.685635016676,579.2248436494452,3224,676.6693665568541,3224,676.6693665568541,0,956.9549954271143
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,806,FALSE,2010,2922.2190608305536,478.8214140197423,2430,494.2827732431908,2430,494.2827732431908,0,699.0214015679055
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,807,FALSE,2010,3243.192231634249,522.6144905927592,2093,463.8763212092064,2093,463.8763212092064,0,656.020184717798
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,808,FALSE,2010,5144.865322747262,684.9469744688216,4401,677.9186506940123,4401,677.9186506940123,0,958.7217499971409
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,809,FALSE,2010,3321.886426020483,468.09108398535443,2692,495.95954045003884,2692,495.95954045003884,0,701.3927084927726
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,810,FALSE,2010,2741.904017000679,407.6024895688112,2587,484.24997808895523,2587,484.24997808895523,0,684.8328865922746
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,811,FALSE,2010,5802.302647501549,623.3459476272728,5319,730.9812106181565,5319,730.9812106181565,0,1033.7635418961008
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,812,FALSE,2010,3895.6724417815294,596.4910619190426,3339,637.2172516189964,3339,637.2172516189964,0,901.1612794176939
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,813,FALSE,2010,2746.2414922818098,405.7423786260609,3319,566.9469332868488,3319,566.9469332868488,0,801.7840422000959
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,814,FALSE,2010,4160.878073256397,630.4269009580373,4989,820.8084021469674,4989,820.8084021469674,0,1160.7983744260307
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,815,FALSE,2010,4695.007172161388,526.5213174859692,5158,706.4888769111787,5158,706.4888769111787,0,999.1261513935252
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,816,FALSE,2010,3058.539712523243,454.62759348616277,2859,529.8740384407986,2859,529.8740384407986,0,749.3550515123801
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,817,FALSE,2010,4283.566659779817,539.5058081414707,4448,700.7729896770652,4448,700.7729896770652,0,991.0426661460465
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,818,FALSE,2010,3343.573802426138,472.994908271895,2844,511.0429084284122,2844,511.0429084284122,0,722.7238120540522
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,819,FALSE,2010,5274.369941855317,577.2784850281749,5471,714.4055368395066,5471,714.4055368395066,0,1010.321999232862
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,820,FALSE,2010,3838.0459844750744,446.7040146220201,3628,554.9588755993286,3628,554.9588755993286,0,784.8303684318938
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,821,FALSE,2010,4697.485729464891,549.862780451038,4049,611.7378332999289,4049,611.7378332999289,0,865.127940469491
"Denver-Aurora-Lakewood, CO","[60,65)",19740,0.6196393258758596,822,FALSE,2010,5473.8938047873435,628.7817414582232,5431,790.7367541864966,5431,790.7367541864966,0,1118.2706420374236
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,801,FALSE,2010,8275.012519161983,710.500718432831,7602,803.6998880407785,7602,803.6998880407785,0,1136.603281745007
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,804,FALSE,2010,7554.915559529893,674.302936638095,7327,824.5057495077141,7327,824.5057495077141,0,1166.027213208403
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,805,FALSE,2010,7403.0307017543855,735.5276156458999,7698,920.6690083578535,7698,920.6690083578535,0,1302.0225980762648
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,806,FALSE,2010,5984.534619315278,664.9506831822749,5092,714.434527033441,5092,714.434527033441,0,1010.3629975582999
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,807,FALSE,2010,9336.172351388179,949.9330638145003,7981,1033.0128699702761,7981,1033.0128699702761,0,1460.9008108179191
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,808,FALSE,2010,6846.345575711122,672.902997014214,5873,754.1237197773743,5873,754.1237197773743,0,1066.4919922164102
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,809,FALSE,2010,7003.654892692897,640.4232836200443,6939,756.5497192997234,6939,756.5497192997234,0,1069.922873643227
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,810,FALSE,2010,7153.505578266054,703.4245589048238,7292,845.1496759489689,7292,845.1496759489689,0,1195.2221339622583
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,811,FALSE,2010,9312.440342360756,791.1848117058729,9383,961.3009124407163,9383,961.3009124407163,0,1359.4847878952921
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,812,FALSE,2010,6272.030957247488,721.3459220972671,6458,861.4886195761076,6458,861.4886195761076,0,1218.328889634607
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,813,FALSE,2010,6019.115546755238,704.127546234396,7218,950.9689763335307,7218,950.9689763335307,0,1344.873223726938
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,814,FALSE,2010,7110.787962016692,701.742187324533,7539,865.649049948523,7539,865.649049948523,0,1224.2126266925861
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,815,FALSE,2010,13970.0166283427,1000.2821130872503,14962,1248.1334924131456,14962,1248.1334924131456,0,1765.127312622767
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,816,FALSE,2010,9311.08422755919,903.285028659196,8698,988.8228059233605,8698,988.8228059233605,0,1398.4066229206353
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,817,FALSE,2010,9603.326967296884,807.8297633264812,9937,973.6783751782293,9937,973.6783751782293,0,1376.9891635664508
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,818,FALSE,2010,10027.790900187361,841.5869226460112,9885,1005.1388366466808,9885,1005.1388366466808,0,1421.4809748536509
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,819,FALSE,2010,12155.535023846023,840.825118645576,11396,993.4729899831846,11396,993.4729899831846,0,1404.9829762855697
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,820,FALSE,2010,10970.968744677228,856.3134957000037,11328,1054.2044181955923,11328,1054.2044181955923,0,1490.8701857258445
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,821,FALSE,2010,6629.367207460398,654.7240926679555,6278,783.5593148527083,6278,783.5593148527083,0,1108.1202099884702
"Denver-Aurora-Lakewood, CO","[65,Inf]",19740,0.6780574007835122,822,FALSE,2010,9246.668774484755,880.6039361136848,7618,915.5317879783183,7618,915.5317879783183,0,1294.7574713426268
"Fort Collins, CO","[0,15)",22660,0,102,FALSE,2010,0,0,0,0,0,0,0,0
"Fort Collins, CO","[0,15)",22660,0,200,FALSE,2010,0,0,0,0,0,0,0,0
"Fort Collins, CO","[15,20)",22660,0.0035046728971962616,102,FALSE,2010,20.744158878504674,3.571444114304037,0,0,0,0,0,0
"Fort Collins, CO","[15,20)",22660,0.0035046728971962616,200,FALSE,2010,16.689252336448597,2.5832608930227194,0,0,0,0,0,0
"Fort Collins, CO","[15,20)",22660,0.1316947352450311,102,TRUE,2010,374.01304809588834,90.53911774855875,137,101.11787227060306,374.01304809588834,90.53911774855875,237.01304809588834,135.72824295341547
"Fort Collins, CO","[15,20)",22660,0.1316947352450311,200,TRUE,2010,642.0118343195267,118.03127337508033,757,298.4242543378928,757,298.4242543378928,0,422.03562782572595
"Fort Collins, CO","[20,25)",22660,0.3614604639018234,102,TRUE,2010,2875.417990339005,436.60566716504553,1737,489.6098629050872,2875.417990339005,436.60566716504553,1138.417990339005,656.0048219750926
"Fort Collins, CO","[20,25)",22660,0.3614604639018234,200,TRUE,2010,7188.364245615562,649.5885122529647,6967,1046.3451715810859,7188.364245615562,649.5885122529647,221.36424561556214,1231.585747458159
"Fort Collins, CO","[25,30)",22660,0.49322566659440714,102,TRUE,2010,4093.279807066985,611.4018420906879,3086,718.3136886270979,4093.279807066985,611.4018420906879,1007.2798070669851,943.2850935856846
"Fort Collins, CO","[25,30)",22660,0.49322566659440714,200,TRUE,2010,5875.7973661391725,725.3412415999278,5064,915.9974420878282,5875.7973661391725,725.3412415999278,811.7973661391725,1168.4054222217426
"Fort Collins, CO","[30,35)",22660,0.5242142098356558,102,TRUE,2010,5021.447916015747,668.679435463554,4880,907.8230426374458,5021.447916015747,668.679435463554,141.44791601574707,1127.508254584137
"Fort Collins, CO","[30,35)",22660,0.5242142098356558,200,TRUE,2010,5624.294257326751,725.6852661958983,5886,951.8084789163541,5886,951.8084789163541,0,1346.0604596652142
"Fort Collins, CO","[35,40)",22660,0.532557070629692,102,TRUE,2010,6231.982840508656,763.9068692796413,6745,1126.3704847605447,6745,1126.3704847605447,0,1592.92841580512
"Fort Collins, CO","[35,40)",22660,0.532557070629692,200,TRUE,2010,3396.1164394055463,495.57564388748904,3597,716.0119964339839,3597,716.0119964339839,0,1012.5938761787762
"Fort Collins, CO","[40,45)",22660,0.55537643075931,102,TRUE,2010,4691.820087054651,629.0826758108565,5401,970.8459387552105,5401,970.8459387552105,0,1372.9834935624579
"Fort Collins, CO","[40,45)",22660,0.55537643075931,200,TRUE,2010,4401.358213767531,605.0056793680591,5455,924.7107478335387,5455,924.7107478335387,0,1307.7384808583574
"Fort Collins, CO","[45,50)",22660,0.5711315386298971,102,FALSE,2010,7051.76110746334,738.0930616588813,6978,1006.3003367317898,6978,1006.3003367317898,0,1423.1235840267095
"Fort Collins, CO","[45,50)",22660,0.5711315386298971,200,FALSE,2010,3895.688224994528,457.7163548947122,3355,529.196586045482,3355,529.196586045482,0,748.3969891470613
"Fort Collins, CO","[50,55)",22660,0.584703659645931,102,FALSE,2010,8109.255055629416,852.4066306108303,7041,950.2646616806859,7041,950.2646616806859,0,1343.8771723927066
"Fort Collins, CO","[50,55)",22660,0.584703659645931,200,FALSE,2010,4751.301938282835,563.6881932430575,4635,668.2558622332175,4635,668.2558622332175,0,945.0565035055428
"Fort Collins, CO","[55,60)",22660,0.6394951603719871,102,FALSE,2010,8069.789428734105,865.6039589751684,7100,987.7733783099457,7100,987.7733783099457,0,1396.922508157015
"Fort Collins, CO","[55,60)",22660,0.6394951603719871,200,FALSE,2010,4344.090624406908,490.9986649798875,4284,622.0949471269515,4284,622.0949471269515,0,879.7751113107083
"Fort Collins, CO","[60,65)",22660,0.5544072050789901,102,FALSE,2010,4963.6077070721985,631.5531473284954,5221,869.1589889716284,5221,869.1589889716284,0,1229.1764300621644
"Fort Collins, CO","[60,65)",22660,0.5544072050789901,200,FALSE,2010,3987.296618928097,472.60020976600725,4282,685.0227510091079,4282,685.0227510091079,0,968.76846501120815
"Fort Collins, CO","[65,Inf]",22660,0.6815964523281597,102,FALSE,2010,13715.765410199558,1060.011122561257,12869,1215.375583870667,12869,1215.375583870667,0,1718.8006340870163
"Fort Collins, CO","[65,Inf]",22660,0.6815964523281597,200,FALSE,2010,7541.183148558759,651.340424779869,7425,795.8900755476387,7425,795.8900755476387,0,1125.558538997618
"Grand Junction, CO","[0,15)",24300,0,103,FALSE,2010,0,0,0,0,0,0,0,0
"Grand Junction, CO","[15,20)",24300,0.008895478131949592,103,FALSE,2010,47.804299481097104,8.892631106120763,0,0,0,0,0,0
"Grand Junction, CO","[15,20)",24300,0.14062968515742127,103,TRUE,2010,284.63448275862066,82.8544953045747,351,271.88965681964885,351,271.88965681964885,0,384.51004014331386
"Grand Junction, CO","[20,25)",24300,0.3637307236061684,103,TRUE,2010,3563.833629893238,514.2134558198796,2732,709.0223442808208,3563.833629893238,514.2134558198796,831.8336298932381,875.8585290077924
"Grand Junction, CO","[25,30)",24300,0.478828350280771,103,TRUE,2010,5198.639398998331,816.7343744011333,3796,933.1491104177925,5198.639398998331,816.7343744011333,1402.6393989983308,1240.0896340998613
"Grand Junction, CO","[30,35)",24300,0.5213339872486513,103,TRUE,2010,5085.091711623345,700.0570872280485,5142,941.29585775701,5142,941.29585775701,0,1331.1933682455792
"Grand Junction, CO","[35,40)",24300,0.5289425981873112,103,TRUE,2010,5167.76918429003,754.1717413196334,5759,1141.7780067225192,5759,1141.7780067225192,0,1614.7179423263055
"Grand Junction, CO","[40,45)",24300,0.5719372426838767,103,TRUE,2010,3099.8998553466117,590.6085374578961,2614,672.1477691868407,3099.8998553466117,590.6085374578961,485.89985534661173,894.7631352156847
"Grand Junction, CO","[45,50)",24300,0.5791524023137764,103,FALSE,2010,5089.012159131154,618.3956139310941,5306,833.0838263892297,5306,833.0838263892297,0,1178.1584458733216
"Grand Junction, CO","[50,55)",24300,0.5533278777959629,103,FALSE,2010,5513.91230223677,688.9162074897215,6384,1051.7850077173555,6384,1051.7850077173555,0,1487.4486226145746
"Grand Junction, CO","[55,60)",24300,0.545673076923077,103,FALSE,2010,5406.528846153847,631.9055662906378,5901,860.8329369813753,5901,860.8329369813753,0,1217.4016144165248
"Grand Junction, CO","[60,65)",24300,0.5998334374349364,103,FALSE,2010,4730.886321049344,618.3337846309266,4720,787.6675095858769,4720,787.6675095858769,0,1113.930074696987
"Grand Junction, CO","[65,Inf]",24300,0.6821024701497251,103,FALSE,2010,14232.068039674015,1035.110099599968,13073,1173.7780065463721,13073,1173.7780065463721,0,1659.972776073135
"Greeley, CO","[0,15)",24540,0,300,FALSE,2010,0,0,0,0,0,0,0,0
"Greeley, CO","[15,20)",24540,0.004647560030983734,300,FALSE,2010,51.08133230054222,5.819220669080166,41,40.99999999998599,41,40.99999999998599,0,57.98275605727708
"Greeley, CO","[15,20)",24540,0.12878254750175933,300,TRUE,2010,900.1900070372977,152.51828315853365,899,435.53446029602566,900.1900070372977,152.51828315853365,1.1900070372977325,461.46732582380844
"Greeley, CO","[20,25)",24540,0.3172784810126582,300,TRUE,2010,5642.797784810126,553.895139573503,5517,925.499860589608,5642.797784810126,553.895139573503,125.79778481012636,1078.5869541184588
"Greeley, CO","[25,30)",24540,0.4396952380952381,300,TRUE,2010,7531.100038095238,760.6302837014389,8024,1248.3487231555243,8024,1248.3487231555243,0,1765.4316948576786
"Greeley, CO","[30,35)",24540,0.4788617886178862,300,TRUE,2010,8500.275609756098,803.4298678511054,7979,1095.6965792874425,8500.275609756098,803.4298678511054,521.2756097560978,1358.694427168025
"Greeley, CO","[35,40)",24540,0.5458020671102931,300,TRUE,2010,9991.998442588136,957.3294118702341,10062,1270.8016527973812,10062,1270.8016527973812,0,1797.1849324722016
"Greeley, CO","[40,45)",24540,0.5545150987224158,300,TRUE,2010,8788.509799651567,878.2929507848924,7753,1031.8359345739057,8788.509799651567,878.2929507848924,1035.509799651567,1355.0217353520345
"Greeley, CO","[45,50)",24540,0.55869600128472785,300,FALSE,2010,9996.747550987635,892.8189589236865,10163,1203.3022674846875,10163,1203.3022674846875,0,1701.7263863111427
"Greeley, CO","[50,55)",24540,0.5753235730956927,300,FALSE,2010,9349.583386378103,914.3569267549801,9638,1198.2133025139083,9638,1198.2133025139083,0,1694.5295030310253
"Greeley, CO","[55,60)",24540,0.580542264752791,300,FALSE,2010,9014.079744816587,773.3742591666203,8506,979.8531438787362,8506,979.8531438787362,0,1385.7216052072245
"Greeley, CO","[60,65)",24540,0.5617216117216117,300,FALSE,2010,6135.123443223443,654.4541341764999,6593,905.9045116054016,6593,905.9045116054016,0,1281.1424465273337
"Greeley, CO","[65,Inf]",24540,0.6678651685393259,300,FALSE,2010,15699.506516853933,1038.4292459244307,13952,1160.98239708042,13952,1160.98239708042,0,1641.877051627556
Not in identifiable area,"[0,15)",0,0,101,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,400,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,501,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,600,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,700,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,802,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,803,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[0,15)",0,0,1000,FALSE,2010,0,0,0,0,0,0,0,0
Not in identifiable area,"[15,20)",0,0.005226480836236934,101,FALSE,2010,23.00174216027875,4.097583941167966,0,0,0,0,0,0
Not in identifiable area,"[15,20)",0,0.005226480836236934,400,FALSE,2010,36.73693379790941,6.1288196053823984,0,0,0,0,0,0
Not in identifiable area,"[15,20)",0,0.005226480836236934,501,FALSE,2010,18.757839721254356,3.0002576348802794,0,0,0,0,0,0
Not in identifiable area,"[15,20)",0,0.005226480836236934,600,FALSE,2010,35.58188153310105,5.485710030344985,15,14.999999999995781,15,14.999999999995781,0,21.213203435590458
Not in identifiable area,"[15,20)",0,0.005226480836236934,700,FALSE,2010,21.402439024390247,5.502311780978059,0,0,0,0,0,0
Not in identifiable area,"[15,20)",0,0.005226480836236934,802,FALSE,2010,26.25261324041812,4.2564134197010555,0,0,0,0,0,0
Not in identifiable area,"[15,20)",0,0.005226480836236934,803,FALSE,2010,15.344947735191639,3.9424029305541155,68,67.99999999985312,68,67.99999999985312,0,96.16652224116274
Not in identifiable area,"[15,20)",0,0.005226480836236934,1000,FALSE,2010,21.250871080139376,5.682787899766367,781,780.9999999984316,781,780.9999999984316,0,1104.5007922111693
Not in identifiable area,"[15,20)",0,0.12273814358557827,101,TRUE,2010,439.6480303235414,101.0201126413132,0,0,439.6480303235414,101.0201126413132,439.6480303235414,101.0201126413132
Not in identifiable area,"[15,20)",0,0.12273814358557827,400,TRUE,2010,244.4943820224719,50.29804975752485,203,143.71700256296918,244.4943820224719,50.29804975752485,41.49438202247191,152.2644759459505
Not in identifiable area,"[15,20)",0,0.12273814358557827,501,TRUE,2010,389.693605884211,87.50153020930226,423,225.76174509251666,423,225.76174509251666,0,319.2753217748546
Not in identifiable area,"[15,20)",0,0.12273814358557827,600,TRUE,2010,359.3772844185732,70.63154280848175,41,40.99999999998599,359.3772844185732,70.63154280848175,318.3772844185732,81.6689343600444
Not in identifiable area,"[15,20)",0,0.12273814358557827,700,TRUE,2010,241.30319028924688,73.59089079095195,156,155.99999999990794,241.30319028924688,73.59089079095195,85.30319028924688,172.48657689042673
Not in identifiable area,"[15,20)",0,0.12273814358557827,802,TRUE,2010,407.12242227336316,81.36210793167841,420,306.47071963069345,420,306.47071963069345,0,433.41504817196903
Not in identifiable area,"[15,20)",0,0.12273814358557827,803,TRUE,2010,373.3694327873291,79.81511424215294,800,354.5580514248899,800,354.5580514248899,0,501.42080497365663
Not in identifiable area,"[15,20)",0,0.12273814358557827,1000,TRUE,2010,155.01827534858535,57.88541369985699,0,0,155.01827534858535,57.88541369985699,155.01827534858535,57.88541369985699
Not in identifiable area,"[20,25)",0,0.33781208775101385,101,TRUE,2010,1594.8108662725363,326.27180388552415,1129,391.890188140356,1594.8108662725363,326.27180388552415,465.81086627253626,509.9325539435559
Not in identifiable area,"[20,25)",0,0.33781208775101385,400,TRUE,2010,2694.0513998143356,412.0557324866264,2042,552.7643653097492,2694.0513998143356,412.0557324866264,652.0513998143356,689.4478734693291
Not in identifiable area,"[20,25)",0,0.33781208775101385,501,TRUE,2010,1386.7186202179118,227.3546618000513,1210,316.23711995931944,1386.7186202179118,227.3546618000513,176.71862021791185,389.48178170792625
Not in identifiable area,"[20,25)",0,0.33781208775101385,600,TRUE,2010,2882.888356867152,401.65696698534214,2682,641.3504318848555,2882.888356867152,401.65696698534214,200.8883568671522,756.7421592634805
Not in identifiable area,"[20,25)",0,0.33781208775101385,700,TRUE,2010,3495.6794840474913,536.1703907825727,2964,779.5611842758225,3495.6794840474913,536.1703907825727,531.6794840474913,946.1470963763824
Not in identifiable area,"[20,25)",0,0.33781208775101385,802,TRUE,2010,2710.604192114135,404.52288351419446,1973,684.6842396461424,2710.604192114135,404.52288351419446,737.604192114135,795.2554754960538
Not in identifiable area,"[20,25)",0,0.33781208775101385,803,TRUE,2010,5981.638637807202,598.1409642664979,8446,1271.6637333355604,8446,1271.6637333355604,0,1798.4040984611527
Not in identifiable area,"[20,25)",0,0.33781208775101385,1000,TRUE,2010,1166.8029510920019,304.31358824141984,1800,807.5337271926312,1800,807.5337271926312,0,1142.025149069514
Not in identifiable area,"[25,30)",0,0.44724564000257416,101,TRUE,2010,3592.724226140678,579.0981367879127,3005,764.4783333013962,3592.724226140678,579.0981367879127,587.7242261406782,959.0525398113039
Not in identifiable area,"[25,30)",0,0.44724564000257416,400,TRUE,2010,3455.8670602998905,609.9050025415502,3052,711.243027184625,3455.8670602998905,609.9050025415502,403.86706029989045,936.9369006736566
Not in identifiable area,"[25,30)",0,0.44724564000257416,501,TRUE,2010,1743.363504730034,339.037863166175,1882,561.3319570792687,1882,561.3319570792687,0,793.8432666949338
Not in identifiable area,"[25,30)",0,0.44724564000257416,600,TRUE,2010,4446.06890726559,533.83928945245,4244,758.0534344031036,4446.06890726559,533.83928945245,202.0689072655896,927.1620119339647
Not in identifiable area,"[25,30)",0,0.44724564000257416,700,TRUE,2010,5256.030761310251,722.2589620446449,5009,1001.7130847593884,5256.030761310251,722.2589620446449,247.03076131025136,1234.9441738119085
Not in identifiable area,"[25,30)",0,0.44724564000257416,802,TRUE,2010,3291.2806647789434,436.0926249545656,3623,697.8286214924016,3623,697.8286214924016,0,986.8787007266753
Not in identifiable area,"[25,30)",0,0.44724564000257416,803,TRUE,2010,4231.391000064355,505.74494335537145,4003,699.7736629849443,4231.391000064355,505.74494335537145,228.39100006435456,863.4009075376828
Not in identifiable area,"[25,30)",0,0.44724564000257416,1000,TRUE,2010,1780.4848928502477,427.59525922040007,1811,622.0268828430252,1811,622.0268828430252,0,879.6788538772665
Not in identifiable area,"[30,35)",0,0.5060825303326184,101,TRUE,2010,3881.653007651183,524.0510643438839,4087,759.3885563611751,4087,759.3885563611751,0,1073.9375955168994
Not in identifiable area,"[30,35)",0,0.5060825303326184,400,TRUE,2010,3802.704132919295,582.314062615809,3023,562.1097412088889,3802.704132919295,582.314062615809,779.7041329192948,809.3559344825071
Not in identifiable area,"[30,35)",0,0.5060825303326184,501,TRUE,2010,2350.2472708646796,373.61136362622915,2462,562.4195225442609,2462,562.4195225442609,0,795.3813165254944
Not in identifiable area,"[30,35)",0,0.5060825303326184,600,TRUE,2010,5055.764478022858,635.0470182643134,5353,937.8961399425618,5353,937.8961399425618,0,1326.3854412041453
Not in identifiable area,"[30,35)",0,0.5060825303326184,700,TRUE,2010,5280.971204020873,721.3707238751762,4939,1021.5969210554481,5280.971204020873,721.3707238751762,341.9712040208733,1250.6142452307854
Not in identifiable area,"[30,35)",0,0.5060825303326184,802,TRUE,2010,4686.324230880046,541.856831898708,4927,807.7577933996157,4927,807.7577933996157,0,1142.342026538301
Not in identifiable area,"[30,35)",0,0.5060825303326184,803,TRUE,2010,3332.0473797099594,457.02035567134465,3883,723.0320487624192,3883,723.0320487624192,0,1022.5217293902182
Not in identifiable area,"[30,35)",0,0.5060825303326184,1000,TRUE,2010,1685.2548260076194,350.86362669223814,1476,446.4652856862512,1685.2548260076194,350.86362669223814,209.25482600761939,567.8349547699015
Not in identifiable area,"[35,40)",0,0.5387831962559885,101,TRUE,2010,4933.637728116087,652.2643995851672,4288,844.8894283994127,4933.637728116087,652.2643995851672,645.6377281160867,1067.3738769462577
Not in identifiable area,"[35,40)",0,0.5387831962559885,400,TRUE,2010,4774.69668522057,634.9494738327495,4570,814.0673593764483,4774.69668522057,634.9494738327495,204.69668522056963,1032.4081072534393
Not in identifiable area,"[35,40)",0,0.5387831962559885,501,TRUE,2010,3478.3843150286616,541.1069836750792,3924,831.2768596772517,3924,831.2768596772517,0,1175.6030090424854
Not in identifiable area,"[35,40)",0,0.5387831962559885,600,TRUE,2010,4907.776134695799,605.1105483278893,5292,852.493043974418,5292,852.493043974418,0,1205.6072246173453
Not in identifiable area,"[35,40)",0,0.5387831962559885,700,TRUE,2010,6574.232560715572,903.0238648193285,5714,1084.0239846712882,6574.232560715572,903.0238648193285,860.2325607155717,1410.8721061017027
Not in identifiable area,"[35,40)",0,0.5387831962559885,802,TRUE,2010,5063.4844784137795,616.9146675472452,4430,771.2432876630857,5063.4844784137795,616.9146675472452,633.4844784137795,987.6233673826745
Not in identifiable area,"[35,40)",0,0.5387831962559885,803,TRUE,2010,3597.455401401235,541.3299112432089,3690,776.5346653652108,3690,776.5346653652108,0,1098.1858554123341
Not in identifiable area,"[35,40)",0,0.5387831962559885,1000,TRUE,2010,2718.161225111462,481.2197902064628,2513,546.5959516510833,2718.161225111462,481.2197902064628,205.16122511146204,728.2442041291544
Not in identifiable area,"[40,45)",0,0.5647111509180475,101,TRUE,2010,3370.1961486789073,486.64407531569395,3960,734.1282198020326,3960,734.1282198020326,0,1038.214084964851
Not in identifiable area,"[40,45)",0,0.5647111509180475,400,TRUE,2010,3545.82131661442,416.28922228974426,3640,541.3420828502678,3640,541.3420828502678,0,765.5733154501485
Not in identifiable area,"[40,45)",0,0.5647111509180475,501,TRUE,2010,2778.9435736677115,506.3563673188145,2619,571.095874984265,2778.9435736677115,506.3563673188145,159.94357366771146,763.2478425441827
Not in identifiable area,"[40,45)",0,0.5647111509180475,600,TRUE,2010,6201.093148231079,755.947528334648,6392,1092.749471217967,6392,1092.749471217967,0,1545.381122472477
Not in identifiable area,"[40,45)",0,0.5647111509180475,700,TRUE,2010,5693.417823555755,748.8443559747176,6903,1114.3677667681973,6903,1114.3677667681973,0,1575.9540092350026
Not in identifiable area,"[40,45)",0,0.5647111509180475,802,TRUE,2010,5525.698611733094,643.2896593615951,5751,844.2267148964006,5751,844.2267148964006,0,1193.9168699241739
Not in identifiable area,"[40,45)",0,0.5647111509180475,803,TRUE,2010,4054.0613524406626,517.2794861630393,5026,802.6052551855458,5026,802.6052551855458,0,1135.0552371153178
Not in identifiable area,"[40,45)",0,0.5647111509180475,1000,TRUE,2010,2724.731303179579,480.50534978325953,2851,648.7898910450814,2851,648.7898910450814,0,917.5274630465168
Not in identifiable area,"[45,50)",0,0.5635680572885585,101,FALSE,2010,4603.223891932946,621.3054684966204,5232,821.308903822411,5232,821.308903822411,0,1161.5061906834337
Not in identifiable area,"[45,50)",0,0.5635680572885585,400,FALSE,2010,5880.26910974882,604.075104835442,6362,877.700723601752,6362,877.700723601752,0,1241.256267022277
Not in identifiable area,"[45,50)",0,0.5635680572885585,501,FALSE,2010,3835.080629848641,525.2755104814083,3860,710.4939408548638,3860,710.4939408548638,0,1004.790167140856
